날짜,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
20200225,37,35,493,2,9,3,2,1,40,6,3,1,3,1,234,21,2
20200226,45,48,677,3,9,3,3,1,43,6,5,2,3,1,270,25,2
20200227,55,56,1017,3,9,8,6,1,55,6,7,7,3,1,323,36,2
20200228,62,61,1313,4,9,12,11,1,66,6,10,16,5,1,397,46,2
20200229,74,75,2055,6,9,13,17,1,76,7,10,48,5,2,472,59,2
20200301,82,79,2567,6,9,13,17,1,84,7,11,60,5,3,520,60,2
20200302,91,85,3084,7,9,14,20,1,92,19,11,77,6,4,628,62,2
20200303,98,87,3604,7,11,14,20,1,94,20,11,81,7,4,687,63,3
20200304,98,90,4002,8,13,15,23,1,103,21,11,82,7,4,782,65,3
20200305,103,90,4328,9,13,16,23,1,110,23,12,86,7,4,863,74,4
20200306,105,93,4695,9,13,18,23,1,120,25,15,90,7,4,985,77,4
20200307,108,94,5085,9,13,18,23,2,130,26,20,92,7,4,1050,82,4
20200308,120,95,5382,9,13,18,24,3,141,27,24,98,7,4,1082,83,4
20200309,130,95,5572,9,15,18,24,6,153,28,25,102,7,4,1107,83,4
20200310,141,95,5664,13,15,18,24,8,163,28,25,104,7,4,1117,83,4
20200311,194,97,5795,25,15,18,25,10,174,29,27,112,7,4,1135,84,4
20200312,213,99,5867,25,15,20,25,15,177,29,27,114,7,4,1143,85,4
20200313,225,100,5928,27,15,22,27,32,185,29,27,115,7,4,1147,85,4
20200314,238,103,5990,28,15,22,27,38,200,29,28,115,7,4,1153,85,4
20200315,247,106,6031,29,16,22,28,39,211,29,31,115,7,4,1157,85,4
20200316,253,107,6066,30,16,22,28,40,231,29,31,115,7,4,1164,85,4
20200317,265,107,6098,31,16,22,28,40,262,29,31,115,7,4,1169,86,4
20200318,270,107,6144,32,17,22,30,41,277,30,32,118,9,5,1178,86,4
20200319,282,107,6241,32,17,22,36,41,295,30,33,118,10,5,1190,86,4
20200320,299,108,6275,36,18,22,36,41,309,30,33,119,10,5,1203,87,4
20200321,314,108,6344,40,18,22,36,41,321,30,34,119,10,5,1243,87,4
20200322,324,108,6387,40,19,24,36,41,337,30,35,120,10,6,1254,88,4
20200323,330,109,6411,40,19,24,36,42,351,30,37,120,10,6,1256,89,4
20200324,334,111,6442,41,19,24,36,42,366,30,38,120,10,6,1257,90,4
20200325,347,112,6456,42,19,24,37,44,387,31,38,123,10,8,1262,90,6
20200326,360,112,6482,43,19,30,37,44,401,31,39,124,10,8,1274,90,6
20200327,372,113,6516,46,20,31,39,44,412,31,41,124,10,8,1283,91,7
20200328,390,114,6587,51,20,31,39,44,433,32,41,126,10,8,1285,91,8
20200329,410,117,6610,58,20,34,39,46,448,34,41,127,12,9,1287,94,8
20200330,426,118,6624,58,20,34,39,46,463,36,44,127,13,9,1298,95,9
20200401,474,122,6704,69,24,36,39,46,498,38,44,131,14,12,1302,100,9
20200402,488,122,6725,73,25,36,40,46,516,39,44,133,14,14,1304,106,9
20200403,506,122,6734,74,26,36,40,46,539,41,45,134,15,15,1309,107,9
20200404,528,122,6761,77,26,36,40,46,562,42,45,135,15,15,1310,108,9
20200405,552,122,6768,79,27,37,40,46,572,45,45,135,16,15,1314,109,12
20200406,563,122,6781,80,27,39,40,46,580,45,45,136,16,15,1316,111,12
20200407,567,123,6794,80,27,39,40,46,590,47,45,137,16,15,1317,112,12
20200408,578,125,6803,84,27,39,40,46,596,49,45,137,17,15,1320,113,12
20200409,590,125,6807,84,27,39,40,46,606,49,45,138,17,15,1320,115,12
20200410,595,126,6807,85,27,39,40,46,615,49,45,138,17,15,1327,115,12
20200411,599,126,6814,85,27,39,41,46,624,49,45,138,17,15,1330,115,12
20200412,602,126,6816,86,27,39,41,46,628,49,45,139,17,15,1333,115,12
20200413,610,126,6819,87,27,39,41,46,631,49,45,139,17,15,1337,115,12
20200414,612,126,6822,88,27,39,42,46,639,49,45,139,17,15,1342,115,12
20200415,617,127,6823,88,28,39,42,46,645,51,45,139,17,15,1348,115,13
20200416,619,130,6827,88,28,39,42,46,649,52,45,139,17,15,1352,115,13
20200417,621,130,6827,89,30,39,42,46,650,52,45,139,17,15,1356,116,13
20200418,622,130,6830,90,30,39,42,46,654,53,45,141,17,15,1358,116,13
20200419,624,130,6832,91,30,39,42,46,654,53,45,141,17,15,1359,116,13
20200420,624,132,6833,92,30,39,43,46,656,53,45,141,17,15,1361,116,13
20200421,626,132,6835,92,30,39,43,46,658,53,45,141,17,15,1361,116,13
20200422,628,134,6836,92,30,40,43,46,658,53,45,141,17,15,1363,117,13
20200423,628,135,6840,92,30,40,43,46,659,53,45,141,17,15,1363,117,13
20200424,628,136,6843,92,30,40,43,46,660,53,45,141,17,15,1363,117,13
20200425,629,136,6845,92,30,40,43,46,662,53,45,141,17,15,1364,117,13
20200426,629,137,6846,92,30,40,43,46,668,53,45,141,18,15,1364,117,13
20200427,629,137,6847,92,30,40,43,46,671,53,45,142,18,15,1364,117,13
20200428,633,137,6849,93,30,40,43,46,674,53,45,142,18,15,1365,117,13
20200429,633,137,6852,93,30,40,43,46,676,53,45,143,18,15,1365,117,13
20200430,633,137,6852,93,30,40,43,46,676,53,45,143,18,15,1365,117,13
20200501,634,137,6852,94,30,40,43,46,678,53,45,143,18,15,1366,117,13
20200502,635,138,6852,95,30,40,43,46,678,53,45,143,18,15,1366,117,13
20200503,637,138,6856,95,30,40,43,46,680,53,45,143,18,15,1366,117,13
20200504,637,138,6856,96,30,40,44,46,681,53,45,143,18,16,1366,117,13
20200505,637,138,6856,97,30,40,44,46,681,53,45,143,18,16,1366,117,13
20200506,637,138,6856,97,30,40,44,46,681,53,45,143,18,16,1366,117,13
20200507,637,138,6856,97,30,41,44,46,682,53,46,143,18,16,1366,117,13
20200508,637,140,6859,97,30,41,44,46,684,53,47,143,19,16,1366,117,13
20200509,649,141,6859,98,30,41,44,46,688,53,47,143,19,16,1366,117,13
20200510,663,141,6861,101,30,41,44,46,694,53,49,143,19,16,1366,117,14
20200511,684,141,6861,104,30,41,44,47,697,54,52,143,19,16,1366,117,14
20200512,696,141,6862,105,30,43,44,47,705,54,52,143,19,16,1367,118,14
20200513,707,144,6865,107,30,43,45,47,708,54,52,143,20,16,1367,119,14
20200514,711,144,6865,119,30,43,45,47,714,55,55,144,20,17,1368,119,14
20200515,725,144,6868,124,30,43,45,47,717,55,55,144,20,18,1368,119,14
20200516,730,144,6869,124,30,43,45,47,721,55,56,144,20,18,1368,119,14
20200517,735,144,6870,124,30,44,45,47,721,55,56,144,20,18,1368,121,14
20200518,736,144,6871,124,30,44,45,47,724,55,59,144,20,18,1368,121,14
20200519,742,144,6871,126,30,44,49,47,725,55,59,144,20,18,1368,121,14
20200520,752,144,6872,134,30,44,49,47,735,55,59,144,21,18,1368,121,14
20200521,756,144,6872,140,30,44,49,47,735,55,59,145,21,18,1368,121,14
20200522,758,144,6872,141,30,44,50,47,741,55,59,145,21,18,1370,122,14
20200523,762,144,6873,141,30,45,50,47,754,55,59,145,21,18,1370,123,14
20200524,768,144,6873,143,30,45,50,47,760,56,59,145,21,18,1376,123,14
20200525,774,144,6874,144,30,45,50,47,766,56,59,145,21,18,1377,123,14
20200526,783,144,6875,147,30,45,50,47,768,56,60,145,21,18,1378,123,14
20200527,802,144,6878,158,30,45,50,47,774,56,60,145,21,18,1378,123,14
20200528,826,145,6880,180,30,45,50,47,795,56,60,146,21,18,1379,123,14
20200529,846,145,6880,198,30,45,50,47,815,56,60,146,21,18,1379,123,14
20200530,855,146,6882,203,32,45,50,47,828,57,60,146,21,19,1379,123,14
20200601,862,147,6884,224,32,46,52,47,852,57,60,146,21,20,1379,123,15
20200602,876,147,6884,233,32,46,52,47,866,57,60,146,21,20,1379,123,15
20200603,895,147,6885,249,32,46,52,47,879,57,60,146,21,20,1379,123,15
20200604,909,147,6885,256,32,46,52,47,894,57,60,146,21,20,1380,123,15
20200605,924,147,6886,262,32,46,52,47,907,57,60,147,21,20,1382,123,15
20200606,947,147,6886,273,32,46,52,47,915,58,60,148,21,20,1383,124,15
20200607,974,147,6887,279,32,46,53,47,934,58,61,148,21,20,1383,124,15
20200608,995,147,6888,283,32,46,53,47,942,58,61,148,21,20,1383,124,15
20200609,1014,147,6888,286,32,46,53,47,955,58,61,150,21,20,1383,125,15
20200610,1026,147,6888,294,32,46,53,47,976,59,61,150,21,20,1383,127,15
20200611,1047,147,6888,300,32,46,53,47,992,59,61,150,21,20,1383,127,15
20200612,1072,147,6889,301,32,46,53,47,1011,59,61,150,21,20,1383,127,15
20200613,1101,147,6892,302,32,46,53,47,1025,59,61,150,21,20,1383,127,15
20200614,1113,147,6894,310,32,46,53,47,1035,60,61,150,21,20,1383,127,15
20200615,1120,147,6894,318,32,46,53,47,1045,60,61,152,21,20,1383,130,15
20200616,1132,148,6894,320,32,49,53,47,1050,60,61,152,21,20,1383,132,15
20200617,1145,148,6895,322,32,54,53,47,1063,60,61,153,21,20,1383,132,16
20200618,1170,148,6896,323,32,61,53,48,1079,60,61,156,22,20,1383,132,16
20200619,1188,148,6896,323,32,67,53,48,1090,60,61,156,22,20,1383,132,19
20200620,1202,150,6898,328,32,72,53,48,1107,60,61,158,23,20,1384,132,19
20200621,1219,150,6899,328,33,82,53,49,1117,62,61,159,23,20,1384,133,19
20200622,1224,150,6900,329,33,82,53,49,1123,62,61,161,24,20,1385,133,19
20200623,1230,150,6901,330,33,86,53,49,1130,62,62,161,24,20,1385,133,19
20200624,1241,152,6903,333,33,94,55,49,1137,63,62,162,25,20,1386,133,19
20200625,1250,152,6903,334,33,98,55,49,1146,63,62,163,25,20,1386,133,19
20200626,1267,152,6903,336,33,102,55,49,1150,64,62,166,25,20,1387,133,19
20200627,1284,152,6904,337,33,104,55,49,1167,64,63,166,26,20,1387,133,19
20200628,1298,152,6904,337,37,110,55,49,1184,64,64,167,26,23,1387,133,19
20200629,1305,153,6906,338,41,112,55,49,1200,64,64,167,27,24,1388,134,19
20200630,1312,154,6906,341,44,117,55,50,1207,65,64,167,27,24,1389,134,19
20200701,1321,154,6907,343,56,121,55,50,1223,65,64,168,27,25,1389,134,19
20200702,1334,154,6910,343,78,122,55,50,1233,65,64,171,27,25,1389,134,19
20200703,1346,154,6921,344,84,126,55,50,1251,65,64,172,28,25,1390,136,19
20200704,1353,155,6922,346,92,129,55,50,1270,65,66,172,28,25,1391,137,19
20200705,1369,155,6922,346,108,137,55,50,1278,66,66,172,29,25,1392,137,20
20200706,1372,156,6924,352,115,139,55,50,1284,67,66,173,29,27,1393,138,20
20200707,1375,156,6925,354,121,141,55,50,1297,67,66,173,30,27,1393,138,20
20200708,1385,156,6926,355,129,143,55,50,1315,67,66,179,32,28,1393,140,20
20200709,1393,156,6926,358,144,149,55,50,1323,67,66,180,33,29,1393,142,20
20200710,1401,156,6926,359,147,156,55,50,1337,67,68,180,33,32,1393,145,20
20200711,1409,156,6926,360,156,158,55,50,1341,67,68,181,35,32,1393,145,20
20200712,1416,156,6926,360,161,159,55,50,1358,67,68,181,36,32,1393,146,20
20200713,1429,156,6927,363,168,159,55,50,1369,69,69,185,36,32,1393,148,20
20200714,1436,156,6927,363,169,160,55,50,1378,69,70,185,38,32,1393,148,20
20200715,1442,156,6927,364,170,163,55,50,1383,69,70,185,38,32,1393,148,20
20200716,1449,156,6929,367,171,164,56,50,1404,72,71,185,38,32,1393,149,20
20200717,1458,156,6929,367,176,165,56,50,1419,72,71,185,38,32,1393,151,23
20200718,1464,157,6932,369,176,165,57,50,1429,72,71,185,38,33,1393,153,24
20200719,1474,157,6932,370,186,166,57,50,1433,72,71,185,38,33,1393,153,25
20200720,1477,157,6934,372,187,166,57,50,1434,72,71,186,39,35,1394,155,25
20200721,1498,157,6936,372,187,166,57,50,1436,72,71,186,39,35,1395,155,26
20200722,1514,157,6937,377,191,166,57,50,1451,72,72,187,39,35,1395,156,26
20200723,1526,159,6937,380,200,166,57,50,1479,72,72,187,39,35,1395,156,26
20200724,1547,161,6939,380,202,166,57,50,1487,72,72,187,39,35,1396,158,26
20200725,1558,166,6939,380,202,166,58,50,1501,72,72,187,39,36,1396,158,26
20200726,1565,167,6939,380,203,166,58,50,1508,72,72,187,39,36,1396,158,26
20200727,1574,168,6939,380,203,166,58,50,1514,72,73,188,39,36,1396,158,26
20200728,1580,170,6939,380,203,166,58,50,1520,72,73,189,39,38,1397,158,26
20200729,1589,171,6939,383,204,166,59,50,1531,72,73,189,39,38,1398,158,26
20200730,1592,171,6939,383,204,166,59,50,1536,72,73,189,39,38,1399,159,26
20200801,1602,172,6940,384,204,166,59,50,1553,74,73,190,39,38,1402,159,26
20200802,1607,173,6942,384,205,166,59,50,1556,74,73,190,39,38,1403,159,26
20200803,1612,173,6942,384,205,166,59,50,1557,74,73,190,39,38,1404,161,26
20200804,1621,174,6942,385,207,166,59,50,1568,74,74,190,39,39,1405,161,26
20200805,1627,174,6943,386,208,166,59,50,1575,75,80,190,39,39,1405,165,26
20200806,1636,177,6943,386,208,166,59,50,1588,77,81,192,39,41,1409,166,26
20200807,1645,177,6943,386,208,166,59,50,1593,77,81,192,39,41,1410,166,26
20200808,1662,177,6944,388,208,166,59,50,1611,77,81,192,39,41,1410,166,26
20200809,1675,177,6945,389,210,166,60,50,1626,77,82,193,39,41,1410,166,26
20200810,1688,178,6945,389,210,166,60,50,1632,77,82,193,39,42,1411,166,26
20200811,1694,187,6945,389,210,166,60,50,1645,77,82,195,40,42,1411,166,26
20200812,1709,191,6945,389,216,167,60,50,1664,77,82,196,40,42,1411,166,26
20200813,1735,193,6946,389,218,167,61,50,1681,77,82,197,42,42,1411,167,26
20200814,1767,198,6946,393,220,167,62,50,1728,78,82,200,42,42,1412,167,26
20200815,1841,201,6946,399,221,168,62,50,1800,81,82,202,43,42,1412,168,26
20200816,1987,208,6947,408,228,168,65,50,1898,81,83,207,43,42,1412,170,26
20200817,2077,215,6948,415,235,170,65,50,1968,82,86,211,44,42,1414,170,26
20200818,2209,222,6954,433,239,170,68,50,2020,84,87,216,51,42,1417,170,26
20200819,2360,231,6956,441,245,170,68,52,2119,90,89,219,52,44,1420,171,26
20200820,2495,246,6959,451,246,178,68,53,2204,95,90,224,58,47,1425,174,26
20200821,2621,254,6963,469,251,185,69,56,2307,104,93,237,63,53,1431,178,26
20200822,2750,257,6972,490,262,190,72,57,2402,120,95,244,67,60,1435,187,28
20200823,2890,259,6978,522,279,205,75,57,2526,135,98,254,67,74,1437,196,28
20200824,2987,262,6978,542,280,215,76,60,2611,141,108,262,71,81,1443,197,28
20200825,3122,265,6983,556,284,226,76,63,2683,149,110,271,75,82,1444,199,31
20200826,3233,269,6986,583,291,233,78,63,2782,167,110,283,82,95,1444,204,33
20200827,3387,277,6999,642,330,236,80,63,2884,181,111,298,84,108,1448,212,34
20200828,3533,285,7007,669,347,239,81,65,2997,184,116,307,86,120,1449,216,36
20200829,3658,291,7013,689,363,243,81,65,3101,184,122,315,86,129,1450,228,37
20200830,3774,297,7043,702,365,249,84,66,3181,186,127,323,86,137,1453,235,39
20200901,3962,304,7049,738,378,264,95,67,3323,193,129,339,87,146,1464,239,46
20200902,4063,311,7062,749,388,278,100,67,3407,195,130,346,87,149,1468,240,47
20200903,4132,315,7065,765,394,282,108,67,3471,199,131,353,87,155,1468,240,47
20200904,4200,319,7072,770,405,286,111,67,3527,202,135,374,87,156,1472,243,47
20200905,4251,329,7077,784,413,288,112,67,3577,205,139,378,89,156,1473,251,48
20200906,4314,331,7082,796,420,293,113,67,3624,210,141,380,90,159,1475,257,48
20200907,4362,340,7084,797,429,298,116,67,3655,210,141,383,91,159,1475,260,48
20200908,4429,341,7086,799,442,302,119,68,3686,210,142,383,94,160,1478,260,48
20200909,4478,343,7088,800,459,310,123,70,3741,210,143,391,95,161,1478,261,48
20200910,4526,344,7089,805,464,321,127,70,3791,212,146,403,96,163,1481,262,50
20200911,4589,347,7090,813,472,332,132,70,3838,212,147,417,96,165,1483,262,52
20200912,4639,351,7094,821,475,339,133,70,3870,215,147,423,97,166,1485,265,53
20200913,4670,354,7108,824,478,341,140,70,3902,216,147,434,99,166,1487,268,53
20200914,4711,357,7112,834,481,342,141,70,3932,216,147,442,100,166,1488,269,53
20200915,4743,361,7112,843,482,345,141,70,3971,217,149,445,101,166,1489,271,56
20200916,4794,365,7116,852,484,346,141,70,3997,217,151,447,106,166,1491,274,56
20200917,4858,367,7118,859,485,347,141,70,4051,217,151,457,106,167,1497,277,56
20200918,4904,369,7120,865,485,350,141,70,4088,217,154,463,114,167,1502,281,58
20200919,4944,371,7122,876,485,352,141,70,4129,217,155,467,115,167,1506,282,58
20200920,4972,377,7124,879,485,354,142,70,4155,217,156,468,115,167,1511,283,58
20200921,4995,385,7125,881,486,356,142,70,4173,217,158,468,115,167,1512,285,58
20200922,5016,390,7125,883,486,356,143,71,4193,219,160,468,115,167,1516,286,58
20200923,5056,397,7128,888,488,356,145,71,4223,220,162,473,116,167,1522,286,58
20200924,5095,404,7129,898,488,357,145,74,4271,222,164,474,117,168,1524,287,59
20200925,5152,407,7129,901,490,357,145,75,4298,223,167,475,120,168,1530,288,59
20200926,5178,409,7130,902,490,358,145,75,4312,223,167,475,123,168,1533,289,59
20200927,5212,412,7130,911,492,358,145,76,4333,223,169,477,125,169,1539,290,59
20200928,5231,413,7130,912,492,358,146,76,4347,224,170,477,125,169,1543,291,59
20200929,5242,416,7130,912,492,358,146,76,4357,224,171,479,125,169,1545,291,59
20200930,5293,421,7132,916,495,360,147,76,4383,224,171,484,128,169,1551,291,59
20201001,5323,427,7133,919,495,360,147,76,4404,224,172,487,128,170,1556,291,59
20201002,5334,445,7133,923,495,360,147,76,4423,224,172,488,128,170,1560,291,59
20201003,5360,453,7133,930,495,362,147,76,4433,224,173,489,129,173,1562,291,59
20201004,5376,458,7135,936,496,364,148,76,4449,224,175,489,129,173,1566,291,59
20201005,5395,463,7136,941,496,365,152,77,4476,224,176,491,132,173,1567,292,59
20201006,5410,466,7136,945,496,368,153,77,4511,224,176,491,141,173,1567,292,59
20201007,5443,468,7137,951,496,370,154,78,4564,224,176,491,149,173,1567,292,59
20201008,5463,473,7137,956,496,377,154,78,4588,224,177,491,149,173,1568,295,59
20201009,5485,478,7138,956,496,382,154,78,4600,224,178,491,149,174,1568,296,59
20201010,5510,481,7139,964,496,383,154,78,4624,224,178,494,149,176,1568,296,59
20201011,5533,484,7140,965,496,385,155,78,4645,226,178,495,149,176,1568,296,59
20201012,5564,488,7140,968,497,398,155,78,4675,227,178,497,151,176,1569,297,59
20201013,5584,489,7141,968,499,408,155,78,4713,231,179,499,152,176,1570,297,59
20201014,5607,491,7141,976,499,412,156,78,4744,231,179,500,152,176,1570,297,59
20201015,5632,546,7141,987,499,413,156,78,4752,232,180,500,153,176,1571,297,59
20201016,5650,546,7141,991,499,415,156,78,4769,232,180,501,155,176,1571,297,59
20201017,5668,552,7142,993,500,415,156,78,4801,235,180,503,155,177,1571,299,59
20201018,5688,556,7142,994,500,416,156,78,4851,237,180,503,155,177,1571,299,59
20201019,5702,571,7142,999,502,418,156,78,4869,238,181,505,156,177,1573,300,59
20201020,5713,573,7142,1002,502,419,156,78,4897,241,183,507,156,177,1575,301,59
20201021,5730,583,7142,1008,503,423,157,78,4921,243,184,507,156,178,1577,301,59
20201022,5748,588,7144,1012,503,423,157,78,4988,245,184,518,158,178,1578,301,59
20201023,5768,588,7149,1017,509,423,157,78,5091,246,184,522,160,179,1578,301,59
20201024,5790,588,7149,1019,509,428,157,78,5126,246,184,527,160,181,1578,301,59
20201025,5807,589,7150,1019,509,429,158,78,5153,246,184,529,160,181,1578,303,59
20201026,5827,589,7150,1022,509,430,159,79,5220,246,186,530,160,181,1581,306,59
20201027,5851,590,7150,1024,509,435,159,79,5255,252,187,531,160,184,1581,311,59
20201028,5876,590,7152,1034,509,442,159,79,5286,266,187,532,163,184,1586,314,59
20201029,5912,590,7155,1039,511,442,161,79,5344,273,187,533,164,184,1587,314,59
20201030,5959,590,7165,1042,511,442,163,79,5376,279,189,536,166,185,1587,315,59
20201101,6056,592,7176,1049,514,442,163,82,5441,282,190,550,166,188,1587,318,59
20201102,6081,592,7179,1051,514,442,164,82,5482,283,192,561,166,190,1588,319,59
20201103,6103,593,7179,1052,516,442,164,82,5509,284,193,568,166,190,1588,320,59
20201104,6145,594,7181,1056,516,443,165,82,5552,284,193,578,166,190,1590,320,60
20201105,6195,598,7183,1061,516,443,165,82,5579,285,195,601,166,190,1590,325,60
20201106,6235,598,7183,1061,516,443,165,82,5626,292,195,626,167,190,1591,338,60
20201107,6272,600,7184,1062,516,444,165,82,5647,296,195,635,167,190,1591,343,60
20201108,6326,600,7191,1065,518,445,166,82,5672,305,197,644,167,194,1593,353,60
20201109,6372,602,7197,1067,519,445,166,82,5694,316,201,654,171,196,1594,357,60
20201110,6407,603,7198,1070,524,445,166,82,5727,319,203,658,171,198,1595,359,60
20201111,6452,606,7198,1071,528,446,166,82,5780,328,205,665,172,199,1595,370,60
20201112,6505,608,7201,1073,534,448,167,82,5815,334,206,674,172,207,1596,374,61
20201113,6579,608,7202,1077,539,448,167,83,5862,357,207,682,172,216,1596,377,62
20201114,6648,612,7202,1078,547,450,167,84,5911,375,207,693,176,229,1596,381,62
20201115,6733,612,7203,1080,556,450,167,84,5956,394,215,698,178,238,1598,384,62
20201116,6813,612,7203,1090,560,453,167,85,5998,414,218,704,179,248,1612,388,63
20201117,6903,612,7206,1103,578,454,167,86,6050,427,218,713,179,264,1615,391,63
20201118,6995,617,7208,1115,587,455,170,86,6137,432,218,720,179,279,1631,400,63
20201119,7104,622,7210,1127,595,456,170,86,6201,452,222,733,181,307,1639,428,63
20201120,7236,624,7211,1157,599,456,170,86,6274,476,224,748,194,321,1649,446,65
20201121,7392,631,7212,1179,606,457,171,86,6367,491,225,769,208,340,1657,457,65
20201122,7513,632,7213,1206,614,457,172,86,6442,504,225,782,220,353,1663,476,65
20201123,7625,637,7215,1229,615,460,173,87,6518,516,225,791,229,358,1667,478,66
20201124,7758,643,7218,1246,618,460,175,89,6599,562,228,799,244,365,1676,481,67
20201125,7900,661,7223,1286,632,464,178,89,6681,575,231,817,252,373,1679,492,70
20201126,8112,683,7224,1304,646,465,185,93,6864,583,239,833,268,382,1681,537,73
20201127,8316,707,7224,1329,659,470,192,96,6981,592,259,864,292,393,1684,576,76
20201128,8494,735,7225,1354,675,483,195,96,7106,625,283,881,301,400,1689,590,78
20201129,8652,757,7228,1375,683,489,195,99,7200,644,305,894,318,420,1700,605,79
20201130,8811,809,7232,1409,696,494,198,100,7277,652,327,899,334,424,1704,625,80
20201201,8966,840,7243,1425,718,504,201,102,7373,661,359,915,343,426,1715,636,81
20201202,9159,872,7247,1448,728,509,211,109,7517,673,375,923,369,427,1720,643,83
20201203,9421,887,7250,1470,731,516,213,113,7658,681,385,937,378,429,1731,656,84
20201204,9716,918,7256,1487,732,537,218,113,7818,684,390,960,392,432,1740,672,86
20201205,9951,947,7263,1506,738,547,219,117,7975,693,408,970,409,436,1757,699,87
20201206,10205,981,7266,1548,743,550,222,120,8159,705,422,985,421,444,1768,715,87
20201207,10449,1016,7271,1588,748,552,260,120,8315,714,433,995,443,447,1777,731,87
20201208,10660,1042,7275,1613,759,563,321,121,8472,722,443,1010,456,454,1782,744,89
20201209,10922,1061,7277,1659,768,573,335,122,8691,727,466,1014,468,456,1786,773,89
20201210,11172,1092,7280,1696,773,582,351,123,8906,742,478,1034,476,461,1794,789,102
20201211,11424,1118,7286,1733,776,592,398,123,9135,753,498,1044,483,465,1797,801,107
20201212,11786,1177,7321,1775,785,610,421,124,9407,789,519,1054,489,473,1816,818,107
20201213,12185,1234,7349,1837,800,623,429,124,9738,807,534,1064,498,479,1834,842,110
20201214,12404,1255,7365,1873,822,625,434,127,9964,821,555,1119,506,480,1850,870,118
20201215,12655,1296,7384,1928,827,657,483,128,10252,834,580,1156,521,481,1865,886,127
20201216,13033,1337,7411,1995,829,672,489,128,10581,842,603,1191,596,485,1893,905,142
20201217,13456,1381,7432,2075,839,683,499,128,10872,851,622,1210,615,485,1902,935,154
20201218,13854,1420,7452,2140,843,688,530,128,11175,869,653,1228,631,490,1933,979,181
20201219,14234,1459,7472,2186,852,693,539,128,11449,896,756,1252,646,495,1962,1011,205
20201220,14706,1492,7497,2248,866,696,545,129,11698,951,770,1272,675,499,1987,1062,229
20201221,15033,1512,7518,2336,879,699,562,129,11942,976,803,1288,688,508,2035,1077,252
20201222,15349,1538,7557,2381,905,708,568,130,12146,999,834,1305,692,513,2094,1095,271
20201223,15724,1570,7581,2430,941,743,586,131,12455,1012,892,1316,713,525,2119,1124,304
20201224,16043,1614,7607,2483,956,754,595,133,12740,1033,939,1347,725,527,2169,1145,330
20201225,16595,1636,7630,2538,992,767,607,134,13003,1047,981,1427,739,532,2236,1160,350
20201226,17060,1663,7643,2593,1020,778,615,135,13258,1083,1019,1488,776,538,2270,1182,374
20201227,17422,1703,7664,2654,1037,786,616,141,13499,1106,1043,1546,784,543,2304,1226,381
20201228,17721,1737,7688,2700,1049,789,618,143,13692,1133,1074,1581,785,550,2350,1251,392
20201229,18242,1754,7717,2732,1064,819,622,147,13948,1154,1096,1608,793,554,2378,1267,397
20201230,18629,1793,7768,2780,1073,838,638,149,14225,1171,1141,1635,825,555,2401,1303,407
20210101,19352,1924,7844,2904,1098,856,716,150,14734,1237,1185,1668,845,566,2448,1360,421
20210102,19602,1950,7873,2975,1111,860,733,153,14961,1268,1221,1675,856,577,2468,1397,434
20210103,19800,1969,7895,3023,1137,868,740,154,15165,1301,1248,1684,861,589,2482,1409,438
20210105,20328,2021,7956,3175,1234,882,749,154,15663,1356,1303,1725,879,596,2531,1463,456
20210106,20591,2059,7977,3213,1264,891,751,155,15947,1372,1324,1749,901,597,2559,1492,461
20210107,20888,2082,7987,3254,1292,900,760,158,16250,1402,1338,1769,903,598,2595,1512,470
20210108,21079,2106,8005,3284,1313,908,770,158,16508,1413,1348,1790,911,598,2625,1534,476
20210109,21267,2123,8018,3333,1319,913,778,158,16719,1419,1378,1817,925,603,2646,1560,481
20210110,21454,2157,8045,3366,1340,917,812,158,16911,1439,1387,1847,931,607,2665,1579,485
20210111,21595,2176,8056,3388,1364,918,826,158,17058,1450,1397,1858,938,610,2669,1592,487
20210112,21762,2197,8074,3409,1371,925,833,159,17233,1457,1413,1861,950,612,2677,1647,489
20210113,21914,2232,8087,3431,1375,934,844,159,17434,1478,1424,1866,958,612,2700,1689,490
20210114,22048,2272,8098,3456,1406,937,854,161,17605,1489,1442,1878,961,618,2718,1705,492
20210115,22175,2319,8109,3480,1412,940,860,165,17791,1502,1451,1884,967,631,2741,1727,493
20210116,22331,2380,8132,3513,1418,945,868,166,17959,1525,1457,1892,984,644,2761,1747,497
20210117,22476,2414,8147,3548,1433,948,886,167,18134,1529,1464,1899,989,659,2776,1765,497
20210118,22608,2424,8160,3561,1444,950,892,169,18239,1545,1473,1910,992,663,2794,1787,499
20210119,22709,2441,8176,3580,1452,957,900,172,18378,1562,1478,1918,995,669,2803,1798,500
20210120,22852,2454,8188,3596,1463,958,903,172,18517,1573,1481,1926,997,678,2810,1817,506
20210121,22977,2473,8195,3619,1469,958,906,173,18655,1581,1488,1936,1002,692,2818,1833,511
20210122,23092,2496,8201,3628,1471,959,909,173,18771,1590,1489,1943,1002,699,2833,1854,513
20210123,23219,2529,8223,3640,1478,960,911,174,18888,1596,1493,1960,1009,709,2851,1886,516
20210124,23352,2549,8235,3665,1495,960,913,185,18987,1607,1505,1969,1013,710,2859,1903,518
20210125,23453,2569,8250,3679,1511,1085,915,187,19064,1611,1513,1982,1013,713,2874,1914,518
