날짜,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
20210126,23557,2596,8263,3697,1523,1089,915,189,19141,1654,1520,1988,1014,722,2882,1926,518
20210127,23686,2628,8269,3717,1635,1090,921,193,19291,1672,1528,1992,1027,734,2893,1947,518
20210128,23791,2682,8280,3758,1679,1094,927,194,19409,1678,1553,1996,1028,742,2936,1966,518
20210129,23903,2716,8290,3777,1733,1095,929,194,19544,1686,1562,2002,1034,747,2979,1981,519
20210130,24055,2736,8298,3792,1766,1097,931,194,19690,1689,1573,2011,1037,748,3001,1993,521
20210201,24262,2771,8317,3824,1815,1098,938,196,19895,1703,1580,2020,1042,750,3022,2015,522
20210202,24390,2783,8329,3832,1839,1098,939,196,19977,1710,1598,2025,1044,753,3032,2026,523
20210203,24578,2802,8338,3853,1845,1105,939,197,20088,1716,1607,2061,1054,759,3044,2034,524
20210204,24750,2828,8346,3897,1857,1107,941,197,20222,1724,1611,2074,1055,761,3050,2042,527
20210205,24876,2861,8360,3923,1871,1107,941,197,20336,1729,1614,2087,1055,761,3057,2048,529
20210206,25019,2875,8378,3948,1883,1115,943,197,20447,1730,1616,2100,1059,762,3064,2060,535
20210207,25163,2884,8390,3965,1893,1121,944,198,20559,1736,1617,2114,1059,766,3065,2064,537
20210208,25275,2893,8411,3983,1900,1125,945,199,20642,1740,1617,2124,1059,766,3071,2068,537
20210209,25365,2902,8420,3999,1908,1127,948,200,20768,1743,1620,2129,1062,766,3076,2075,539
20210210,25540,2921,8436,4019,1922,1127,948,201,20937,1748,1622,2131,1064,768,3078,2084,539
20210211,25723,2950,8449,4044,1935,1130,950,201,21125,1759,1626,2132,1071,768,3079,2089,543
20210212,25881,2977,8461,4087,1941,1131,950,203,21230,1765,1632,2145,1073,772,3083,2093,547
20210213,26017,3004,8475,4117,1944,1136,952,208,21329,1767,1637,2160,1078,772,3088,2097,547
20210214,26169,3019,8478,4136,1946,1138,955,210,21409,1772,1642,2172,1084,774,3093,2103,547
20210215,26319,3034,8491,4148,1949,1146,959,210,21511,1773,1642,2181,1088,779,3101,2106,547
20210216,26480,3053,8503,4169,1951,1150,966,210,21645,1778,1649,2239,1093,781,3104,2114,548
20210217,26738,3072,8517,4190,1954,1157,975,212,21799,1781,1655,2314,1099,796,3119,2122,548
20210218,26923,3100,8526,4207,1970,1169,981,213,22040,1785,1672,2342,1105,800,3142,2129,553
20210219,27103,3116,8537,4245,1974,1173,993,214,22229,1792,1690,2366,1108,810,3164,2138,556
20210220,27226,3130,8546,4282,1979,1175,994,214,22399,1797,1706,2378,1116,820,3183,2146,558
20210221,27356,3142,8554,4303,1985,1175,998,215,22570,1803,1712,2388,1124,828,3190,2153,561
20210222,27462,3154,8558,4322,1990,1178,999,215,22691,1823,1719,2394,1128,831,3201,2159,561
20210223,27587,3166,8568,4336,1997,1179,1001,216,22818,1837,1723,2402,1135,837,3209,2164,561
20210224,27731,3179,8587,4354,2032,1181,1002,218,22961,1846,1724,2414,1143,838,3227,2172,563
20210225,27853,3197,8601,4376,2047,1181,1004,218,23099,1848,1728,2430,1148,849,3236,2174,568
20210226,27984,3208,8611,4391,2058,1187,1005,219,23240,1854,1738,2433,1164,854,3242,2180,568
20210227,28115,3217,8617,4418,2070,1189,1008,220,23409,1860,1746,2437,1184,859,3249,2181,569
20210228,28235,3222,8623,4431,2084,1190,1013,226,23550,1864,1756,2444,1191,859,3253,2183,570
20210301,28327,3238,8633,4445,2092,1190,1015,227,23710,1869,1764,2448,1201,861,3266,2188,570
20210302,28449,3255,8647,4456,2096,1191,1015,232,23826,1871,1770,2452,1210,868,3273,2193,575
20210303,28568,3263,8653,4476,2099,1193,1016,236,24053,1877,1789,2456,1215,871,3279,2198,579
20210304,28686,3281,8673,4494,2105,1196,1016,236,24239,1883,1801,2460,1221,872,3286,2208,582
20210305,28815,3301,8676,4507,2111,1196,1019,237,24412,1887,1820,2469,1224,872,3292,2211,584
20210306,28943,3313,8680,4527,2114,1196,1023,239,24585,1894,1842,2476,1228,875,3305,2216,589
20210307,29075,3319,8688,4555,2118,1197,1025,241,24757,1904,1851,2482,1233,881,3318,2219,593
20210308,29175,3331,8694,4570,2133,1197,1028,242,24885,1914,1871,2496,1237,887,3321,2220,596
20210309,29277,3350,8697,4590,2166,1198,1039,242,25073,1927,1892,2511,1245,890,3323,2221,598
20210310,29415,3357,8698,4613,2167,1201,1060,242,25276,1947,1913,2517,1250,893,3327,2228,600
20210311,29553,3371,8702,4631,2168,1202,1083,242,25460,1977,1919,2521,1258,896,3338,2236,602
20210312,29693,3386,8706,4662,2170,1202,1088,244,25626,1989,1946,2524,1262,900,3347,2292,604
20210313,29833,3403,8715,4688,2173,1203,1089,244,25790,2007,1962,2533,1264,901,3361,2354,605
20210314,29945,3416,8721,4708,2174,1203,1090,244,25993,2023,1969,2535,1271,903,3370,2407,606
20210315,30054,3420,8726,4726,2175,1205,1092,246,26154,2033,1978,2541,1276,904,3373,2438,609
20210316,30133,3427,8729,4740,2177,1206,1095,246,26302,2046,1981,2545,1283,905,3377,2503,611
20210317,30253,3438,8743,4761,2178,1207,1099,249,26488,2056,1993,2551,1304,905,3381,2548,612
20210318,30377,3445,8757,4782,2179,1209,1104,250,26647,2079,2001,2565,1319,905,3386,2583,614
20210319,30523,3452,8762,4806,2181,1216,1107,250,26804,2110,2009,2570,1334,905,3390,2625,614
20210320,30638,3461,8778,4818,2182,1224,1110,250,26993,2127,2017,2576,1350,905,3401,2656,615
20210321,30763,3480,8792,4840,2184,1225,1117,250,27150,2141,2027,2581,1361,905,3406,2710,616
20210322,30872,3506,8806,4850,2186,1225,1118,250,27301,2162,2032,2592,1368,907,3417,2747,617
20210323,30969,3514,8809,4863,2187,1229,1126,250,27425,2171,2038,2600,1375,908,3437,2776,617
20210324,31106,3531,8826,4884,2189,1231,1128,250,27579,2189,2044,2600,1380,908,3449,2803,617
20210325,31233,3551,8843,4896,2194,1234,1128,250,27726,2216,2061,2604,1385,909,3459,2833,617
20210326,31354,3562,8857,4925,2197,1248,1128,250,27922,2240,2074,2607,1388,911,3472,2870,620
20210327,31481,3595,8880,4964,2202,1258,1133,251,28067,2276,2113,2609,1393,911,3483,2889,622
20210328,31619,3651,8890,4997,2204,1266,1137,251,28220,2295,2129,2617,1398,912,3490,2902,622
